"","name","nurs","doct","state","zone","area","popu"
"31763","Njawai Health Post",0,0,"Taraba","Northeast",4598.883866,224437
"31764","Ndarup Pri. Health Care",0,0,"Taraba","Northeast",4598.883866,224437
"31765","Model Primary Health Care",0,0,"Taraba","Northeast",4598.883866,224437
"31766","Gembu general hospital",8,1,"Taraba","Northeast",4598.883866,224437
"31767","Mbamnga health post",0,0,"Taraba","Northeast",4598.883866,224437
"31768","Labbare Health Post",0,0,"Taraba","Northeast",4598.883866,224437
"31769","Kuma Dispensary",0,0,"Taraba","Northeast",4598.883866,224437
"31770","Bundi Health Post",0,0,"Taraba","Northeast",4598.883866,224437
"31771","Mayo Ndaga Dispensary",0,0,"Taraba","Northeast",4598.883866,224437
"31772","Primary Health Care",0,0,"Taraba","Northeast",4598.883866,224437
"31773","Ndumiyaji dispensary",0,0,"Taraba","Northeast",4598.883866,224437
"31774","Mdg clinic",1,0,"Taraba","Northeast",4598.883866,224437
"31775","Mission comprehensive health centre",0,0,"Taraba","Northeast",4598.883866,224437
"31776","Ngeah Pri. Health Care",0,0,"Taraba","Northeast",4598.883866,224437
"31777","Health post dispensary",0,0,"Taraba","Northeast",4598.883866,224437
"31778","Primary health care bang 3 corner",0,0,"Taraba","Northeast",4598.883866,224437
"31779","Yurum Dispensary",0,0,"Taraba","Northeast",4598.883866,224437
"31780","kufi dispensary",0,0,"Taraba","Northeast",2501.922898,135349
"31781","Fadama Health Post",0,0,"Taraba","Northeast",2501.922898,135349
"31782","MCH Baraki Lissa",0,0,"Taraba","Northeast",2501.922898,135349
"31783","Bariki Lissa Dispensary",0,0,"Taraba","Northeast",2501.922898,135349
"31784","christian reformed church of nigeria comprehensive health center",0,0,"Taraba","Northeast",2501.922898,135349
"31785","Mercy Clinic/ maternity",0,0,"Taraba","Northeast",2501.922898,135349
"31786","Health Clinic centre",0,0,"Taraba","Northeast",2501.922898,135349
"31787","Lukpo Dispensary",0,0,"Taraba","Northeast",2501.922898,135349
"31788","Dispensary",0,2,"Taraba","Northeast",2501.922898,135349
"31789","Dispenry",0,0,"Taraba","Northeast",2501.922898,135349
"31790","Liji Dospensary",0,0,"Taraba","Northeast",2501.922898,135349
"31791","Health centre",0,0,"Taraba","Northeast",2501.922898,135349
"31792","lufu joro health post",0,0,"Taraba","Northeast",2501.922898,135349
"31793","Healthb post",0,0,"Taraba","Northeast",2501.922898,135349
"31794","Bibi Dispensary",0,0,"Taraba","Northeast",2501.922898,135349
"31795","malumshe dispensary",0,0,"Taraba","Northeast",2501.922898,135349
"31796","sufa dispensary",0,0,"Taraba","Northeast",2501.922898,135349
"31797","Model Health centre",0,0,"Taraba","Northeast",2501.922898,135349
"31798","niger clinic",0,1,"Taraba","Northeast",2501.922898,135349
"31799","MHC Bete",0,0,"Taraba","Northeast",2501.922898,135349
"31800","MDGs clinic",0,0,"Taraba","Northeast",2501.922898,135349
"31801","Birama Dispensary",0,0,"Taraba","Northeast",2501.922898,135349
"31802","kapya health clinic",0,0,"Taraba","Northeast",2501.922898,135349
"31803","model healthh centre kpashimbe",0,0,"Taraba","Northeast",2501.922898,135349
"31804","fete dispensary",0,0,"Taraba","Northeast",2501.922898,135349
"31805","Kashimbila Comprehensive Model Health Centre",1,0,"Taraba","Northeast",2501.922898,135349
"31806","MDGs Health Centre",0,0,"Taraba","Northeast",2501.922898,135349
"31807","gen.danjuma comprehensive health center",0,0,"Taraba","Northeast",2501.922898,135349
"31808","Manya Health Clinic",0,0,"Taraba","Northeast",2501.922898,135349
"31809","rapha hospital",3,1,"Taraba","Northeast",2501.922898,135349
"31810","tip toe clinic and maternity",0,0,"Taraba","Northeast",2501.922898,135349
"31811","Gamga Dispensary",0,0,"Taraba","Northeast",2501.922898,135349
"31812","Dispensary",0,0,"Taraba","Northeast",2501.922898,135349
"31813","MDG Health Post Liji",0,0,"Taraba","Northeast",2501.922898,135349
"31814","tampa model health centre",0,0,"Taraba","Northeast",2501.922898,135349
"31815","Queen of peace clinic",0,0,"Taraba","Northeast",2501.922898,135349
"31816","Jonas Clinic and Maternity",1,1,"Taraba","Northeast",2501.922898,135349
"31817","93 batallion medical reception station",4,2,"Taraba","Northeast",2501.922898,135349
"31818","Fawen Dispensary",0,0,"Taraba","Northeast",2501.922898,135349
"31819","simta dispensary",0,0,"Taraba","Northeast",2501.922898,135349
"31820","dutse health clinic",0,0,"Taraba","Northeast",2501.922898,135349
"31821","lufu phc",0,0,"Taraba","Northeast",2501.922898,135349
"31822","Kasuwan Haske Health Clinic",0,0,"Taraba","Northeast",2501.922898,135349
"31823","Kutika Health Post",0,0,"Taraba","Northeast",1494.314869,92017
"31824","Atsirtxom One Dispensary",0,0,"Taraba","Northeast",1494.314869,92017
"31825","Gamgum health post",0,0,"Taraba","Northeast",1494.314869,92017
"31826","Fungki Dispensary",0,0,"Taraba","Northeast",1494.314869,92017
"31827","MDGs Kpakya Dispensary",0,0,"Taraba","Northeast",1494.314869,92017
"31828","MCH Lissam Sambo",0,0,"Taraba","Northeast",1494.314869,92017
"31829","Nyiten Dispensary",0,0,"Taraba","Northeast",1494.314869,92017
"31830","Health Post Dispensary Lumbu",1,0,"Taraba","Northeast",1494.314869,92017
"31831","Kpambo Yashe Dispensary",0,0,"Taraba","Northeast",1494.314869,92017
"31832","Buka ll Dispensary",0,0,"Taraba","Northeast",1494.314869,92017
"31833","Maternity .Clinic",0,0,"Taraba","Northeast",1494.314869,92017
"31834","Waewaen health post",0,0,"Taraba","Northeast",1494.314869,92017
"31835","Lissam Jatau Dispensary",0,0,"Taraba","Northeast",1494.314869,92017
"31836","Ukya health post",0,0,"Taraba","Northeast",1494.314869,92017
"31837","Alaha Dispensary",0,0,"Taraba","Northeast",1494.314869,92017
"31838","MDG MCH Bika Babba",0,0,"Taraba","Northeast",1494.314869,92017
"31839","Andeussa",0,0,"Taraba","Northeast",1494.314869,92017
"31840","MCH Sabongida Lissam",0,0,"Taraba","Northeast",1494.314869,92017
"31841","Ukyae Dispensary",0,0,"Taraba","Northeast",1494.314869,92017
"31842","Health post",0,0,"Taraba","Northeast",1494.314869,92017
"31843","Atsiritxon Dispensary",0,0,"Taraba","Northeast",1494.314869,92017
"31844","Tuttuwa  MDGs Clinic",0,0,"Taraba","Northeast",1494.314869,92017
"31845","Atsirtxom Dispensary",1,0,"Taraba","Northeast",1494.314869,92017
"31846","MDGs Rivasi Health Post",0,0,"Taraba","Northeast",1494.314869,92017
"31847","MCH Rufu 1 Clinic",0,0,"Taraba","Northeast",1494.314869,92017
"31848","Manya health Post",0,0,"Taraba","Northeast",1494.314869,92017
"31849","Lupwe dispensary",0,0,"Taraba","Northeast",1494.314869,92017
"31850","Primary health center",0,0,"Taraba","Northeast",1494.314869,92017
"31851","Gafa Dispensary",0,0,"Taraba","Northeast",1494.314869,92017
"31852","MDG MCH Clinic Rikwenrika",0,0,"Taraba","Northeast",1494.314869,92017
"31853","MCH. Fikyu",0,0,"Taraba","Northeast",1494.314869,92017
"31854","RCCN Rural Healtj Programme",1,0,"Taraba","Northeast",1494.314869,92017
"31855","kijueen health Post",0,0,"Taraba","Northeast",1494.314869,92017
"31856","Fikyu Ndukwe Dispensary",0,0,"Taraba","Northeast",1494.314869,92017
"31857","MCH Fikyu Nyim",0,0,"Taraba","Northeast",1494.314869,92017
"31858","Dispensary",0,1,"Taraba","Northeast",1494.314869,92017
"31859","Mch kpambo ukwa",0,0,"Taraba","Northeast",1494.314869,92017
"31860","Rimayan Ussa Heath Post",0,0,"Taraba","Northeast",1494.314869,92017
"31862","MDG Clinic",0,0,"Taraba","Northeast",1494.314869,92017
"31863","Yirom phc kpambo",0,0,"Taraba","Northeast",1494.314869,92017
"31864","Ripeachi Health Post",0,0,"Taraba","Northeast",1494.314869,92017
"31865","Maternity",0,0,"Taraba","Northeast",1494.314869,92017
"31866","Geafa Health post",0,0,"Taraba","Northeast",1494.314869,92017
"31867","Primary health centef",3,1,"Taraba","Northeast",1494.314869,92017
"31868","Yirom Dispensary",0,0,"Taraba","Northeast",1494.314869,92017
"31869","Waesho Dispensary",0,0,"Taraba","Northeast",1494.314869,92017
"31870","Ussa township dispensary",0,0,"Taraba","Northeast",1494.314869,92017
"31871","Pri health center",0,0,"Taraba","Northeast",1494.314869,92017
"31872","Health post jenuwa Gida",1,0,"Taraba","Northeast",1494.314869,92017
"31873","Rikwentam MDG Heath Post",0,0,"Taraba","Northeast",1494.314869,92017
"31874","Mdg jenuwa kogi health post",0,0,"Taraba","Northeast",1494.314869,92017
"31875","Maternity",0,0,"Taraba","Northeast",1494.314869,92017
"31876","Rikunco Dispensary",0,0,"Taraba","Northeast",1494.314869,92017
"31877","MDG Kusansang",0,0,"Taraba","Northeast",1494.314869,92017
"31878","Mch kostain",0,0,"Taraba","Northeast",1494.314869,92017
"31879","Nitsang health post",0,0,"Taraba","Northeast",1494.314869,92017
"31880","MCH Kwesati",0,0,"Taraba","Northeast",1494.314869,92017
"31881","Kuruku Dispensary",0,0,"Taraba","Northeast",1494.314869,92017
"31882","BHSS Clinic Fikyu",0,0,"Taraba","Northeast",1494.314869,92017
"31883","Maternity",1,0,"Taraba","Northeast",1494.314869,92017
"31884","Ward Model PHC",3,0,"Taraba","Northeast",1494.314869,92017
"31885","Riporta Dispensary",0,0,"Taraba","Northeast",1494.314869,92017
"31886","Tanchi clinic",0,0,"Taraba","Northeast",1494.314869,92017
"31887","Nyido Dispensary",0,0,"Taraba","Northeast",1494.314869,92017
"31888","Kutukok Health Post",0,0,"Taraba","Northeast",1494.314869,92017
"31889","Yikwe Health Post",0,0,"Taraba","Northeast",1494.314869,92017
"31890","Ayiyi Dospensary",0,0,"Taraba","Northeast",1494.314869,92017
"31891","Mdg kpambo round about",0,0,"Taraba","Northeast",1494.314869,92017
"31892","Dispensary",0,0,"Taraba","Northeast",1494.314869,92017
"31893","Kutika Dispensary Clinic",0,0,"Taraba","Northeast",1494.314869,92017
"31894","Clinic",2,0,"Taraba","Northeast",1494.314869,92017
"31895","Kurukur Health Post",0,0,"Taraba","Northeast",1494.314869,92017
"31896","kabgaen Health post",0,0,"Taraba","Northeast",1494.314869,92017
"31897","Kutebsi Dispensary",0,0,"Taraba","Northeast",1494.314869,92017
"31898","Amunum Dispensary",0,0,"Taraba","Northeast",1494.314869,92017
"31899","Konkaen dispensary",0,0,"Taraba","Northeast",1494.314869,92017
"31900","Amboi Dispensary",0,0,"Taraba","Northeast",1494.314869,92017
"31901","Rikwentiki Dispensary",0,0,"Taraba","Northeast",1494.314869,92017
"31902","Rikwentam Health Post",0,0,"Taraba","Northeast",1494.314869,92017
"31903","Tamiya dispensary",0,0,"Taraba","Northeast",1494.314869,92017
"31905","Gongola hospital",1,1,"Taraba","Northeast",4305.316121,241546
"31907","Tor iorsha Dispensary",0,0,"Taraba","Northeast",4305.316121,241546
"31909","CRCN health post",1,0,"Taraba","Northeast",4305.316121,241546
"31910","Gindin doruwa MCH center",0,0,"Taraba","Northeast",4305.316121,241546
"31911","Basic health Center",2,0,"Taraba","Northeast",4305.316121,241546
"31912","Primary health Center",0,0,"Taraba","Northeast",4305.316121,241546
"31913","Excel school dispensary",4,0,"Taraba","Northeast",4305.316121,241546
"31914","Tor musa dispensary",0,0,"Taraba","Northeast",4305.316121,241546
"31916","Rafu Clinic",1,1,"Taraba","Northeast",4305.316121,241546
"31917","Modern dispensary mahanga",0,0,"Taraba","Northeast",4305.316121,241546
"31918","BHC Ritti",2,0,"Taraba","Northeast",4305.316121,241546
"31919","Faith maternity clinic",0,0,"Taraba","Northeast",4305.316121,241546
"31920","Fyayi Dispensary",2,0,"Taraba","Northeast",4305.316121,241546
"31921","Ward model primary health Center",0,0,"Taraba","Northeast",4305.316121,241546
"31923","Yina Dispensary",0,0,"Taraba","Northeast",4305.316121,241546
"31924","Ason comprehensive health centre",0,6,"Taraba","Northeast",4305.316121,241546
"31925","Kwararafa hospital",1,2,"Taraba","Northeast",4305.316121,241546
"31926","Nyankwala health centre",0,0,"Taraba","Northeast",4305.316121,241546
"31927","Alamin M C H",0,0,"Taraba","Northeast",4305.316121,241546
"31928","Benkaho Dispensary",0,0,"Taraba","Northeast",4305.316121,241546
"31929","Ikyaior MDGs Clinic",1,0,"Taraba","Northeast",4305.316121,241546
"31930","Modern Dispensary",1,0,"Taraba","Northeast",4305.316121,241546
"31931","Kwenas hospital",1,1,"Taraba","Northeast",4305.316121,241546
"31933","Nwukyon health center",0,0,"Taraba","Northeast",4305.316121,241546
"31934","Wapan Ngaku health post",0,0,"Taraba","Northeast",4305.316121,241546
"31935","Bethel Hospital",1,2,"Taraba","Northeast",4305.316121,241546
"31936","Dafa Dispensary",0,0,"Taraba","Northeast",4305.316121,241546
"31937","PHC Kente",4,0,"Taraba","Northeast",4305.316121,241546
"31938","Gidan adamu dispensary",0,0,"Taraba","Northeast",4305.316121,241546
"31939","Chonku MDG clinic",0,0,"Taraba","Northeast",4305.316121,241546
"31940","Kpanawa dispensary comprehemsive health centre",0,0,"Taraba","Northeast",4305.316121,241546
"31941","Pwadzu Primary Health Clinic",0,0,"Taraba","Northeast",4305.316121,241546
"31942","Model Primary Health Care Centre",1,0,"Taraba","Northeast",4305.316121,241546
"31943","Basic health center",3,0,"Taraba","Northeast",4305.316121,241546
"31944","Sondi Dispensary",0,0,"Taraba","Northeast",4305.316121,241546
"31945","Andoigba Dispensary",0,0,"Taraba","Northeast",4305.316121,241546
"31946","PHC Arufu",3,0,"Taraba","Northeast",4305.316121,241546
"31947","Ikyarnum Health Post",0,0,"Taraba","Northeast",4305.316121,241546
"31949","Aliman health post",0,0,"Taraba","Northeast",4305.316121,241546
"31950","Primary health centre",0,0,"Taraba","Northeast",1274.047923,89410
"31951","Dispensary Garin Malam Audu",0,0,"Taraba","Northeast",1274.047923,89410
"31952","JIKA DISPENSARY",0,0,"Taraba","Northeast",1274.047923,89410
"31953","Lankaviri Maternity",3,0,"Taraba","Northeast",1274.047923,89410
"31954","Gbanti bori health center",0,0,"Taraba","Northeast",1274.047923,89410
"31955","Lanko dispensary",0,0,"Taraba","Northeast",1274.047923,89410
"31956","Dispensary Bashen",0,0,"Taraba","Northeast",1274.047923,89410
"31957","Mika Mararaba Dispensary",0,0,"Taraba","Northeast",1274.047923,89410
"31958","Health Clinic",0,0,"Taraba","Northeast",1274.047923,89410
"31959","DANDUKULU DISPENSARY",0,0,"Taraba","Northeast",1274.047923,89410
"31960","Mika MCH",0,0,"Taraba","Northeast",1274.047923,89410
"31961","Manzalang Dispensary",0,0,"Taraba","Northeast",1274.047923,89410
"31962","Dispensary",0,0,"Taraba","Northeast",1274.047923,89410
"31963","Pakulu Dispensary",0,0,"Taraba","Northeast",1274.047923,89410
"31964","Kwaji Dispensary",2,0,"Taraba","Northeast",1274.047923,89410
"31965","Primary health care clinic kassa a",0,0,"Taraba","Northeast",1274.047923,89410
"31966","Nya ladi gorko dressing center",0,0,"Taraba","Northeast",1274.047923,89410
"31967","Boli Mika Dispemsary",0,0,"Taraba","Northeast",1274.047923,89410
"31968","BOLI SABO DISPENSARY",0,0,"Taraba","Northeast",1274.047923,89410
"31969","Danzang Dispensary",0,0,"Taraba","Northeast",1274.047923,89410
"31970","LANKAVIRI DISPENSARY",0,0,"Taraba","Northeast",1274.047923,89410
"31971","Kpanti Napo",0,0,"Taraba","Northeast",1274.047923,89410
"31972","Maternal and Child Health Clinic",0,0,"Taraba","Northeast",1274.047923,89410
"31973","MCH",1,0,"Taraba","Northeast",1274.047923,89410
"31974","Primary health care centre kassa a ward",0,0,"Taraba","Northeast",1274.047923,89410
"31975","MANANG LAKWARE WARD MODEL PHC CENTRE",0,0,"Taraba","Northeast",1274.047923,89410
"31976","YUZETI HEALTH POST",0,0,"Taraba","Northeast",1274.047923,89410
"31977","GOPPA SANYORI DISPENSARY",0,0,"Taraba","Northeast",1029.030546,127363
"31978","Lamma Maternal and Child Health Clinic",0,0,"Taraba","Northeast",1029.030546,127363
"31979","Lakwanti Dispensary",0,0,"Taraba","Northeast",1029.030546,127363
"31980","La'apo Dispensary",0,0,"Taraba","Northeast",1029.030546,127363
"31981","Koyu Dispensary",0,0,"Taraba","Northeast",1029.030546,127363
"31983","KAGONG DISPENSARY",0,0,"Taraba","Northeast",1029.030546,127363
"31984","Boduga Dispensary",0,0,"Taraba","Northeast",1029.030546,127363
"31985","DISPENSARY OUT POST",0,0,"Taraba","Northeast",1029.030546,127363
"31986","Lapudinding Dispensary",0,0,"Taraba","Northeast",1029.030546,127363
"31987","Kosensi dispensary",0,0,"Taraba","Northeast",1029.030546,127363
"31988","HEALTH OFFICE",1,0,"Taraba","Northeast",1029.030546,127363
"31989","Deko Dispensary",0,0,"Taraba","Northeast",1029.030546,127363
"31990","Taja Health Post",0,0,"Taraba","Northeast",1029.030546,127363
"31991","Maternity",0,0,"Taraba","Northeast",1029.030546,127363
"31992","Dispensary",0,0,"Taraba","Northeast",1029.030546,127363
"31993","Buzza Dispensary",0,0,"Taraba","Northeast",1029.030546,127363
"31994","Dispensary",0,0,"Taraba","Northeast",1029.030546,127363
"31995","Kakulu Dispensary",0,0,"Taraba","Northeast",1029.030546,127363
"31996","Nyeli Dispensary",0,0,"Taraba","Northeast",1029.030546,127363
"31997","Taburaze Dispensary",0,0,"Taraba","Northeast",1029.030546,127363
"31999","OUT POST DISPENSARY",0,0,"Taraba","Northeast",1029.030546,127363
"32000","GSTTS ZING",0,0,"Taraba","Northeast",1029.030546,127363
"32001","GSSS ZING DISPENSARY",0,0,"Taraba","Northeast",1029.030546,127363
"32002","Nbosung Maternity",0,0,"Taraba","Northeast",1029.030546,127363
"32003","Barra Dispensary",0,0,"Taraba","Northeast",1029.030546,127363
"32004","Dispensitry",0,0,"Taraba","Northeast",1029.030546,127363
"32005","UNITED METHODIST CHURCH GENERAL HOSPITAL. TARABA STATE NIGERIA",4,3,"Taraba","Northeast",1029.030546,127363
"32006","pupule maternal and child health care",0,0,"Taraba","Northeast",1029.030546,127363
"32007","TASOMPO DISPENSARY",0,0,"Taraba","Northeast",1029.030546,127363
"32008","KOSSA DISPENSARY",0,0,"Taraba","Northeast",1029.030546,127363
"32009","Dispensary",0,0,"Taraba","Northeast",1029.030546,127363
"32011","Labimmang Com. Dispensary",0,0,"Taraba","Northeast",1029.030546,127363
"32012","Yonko Dispensary",0,0,"Taraba","Northeast",1029.030546,127363
"32013","MCH MONKIN",1,0,"Taraba","Northeast",1029.030546,127363
"32014","Danzing Dispensary",0,0,"Taraba","Northeast",1029.030546,127363
"32015","Della Dispensary",0,0,"Taraba","Northeast",1029.030546,127363
"32016","Dispensary",0,0,"Taraba","Northeast",1029.030546,127363
"32017","Maternity",0,0,"Taraba","Northeast",1029.030546,127363
"32018","MANANG KOPO DISPENSARY",0,0,"Taraba","Northeast",1029.030546,127363
"32019","Sagwe Dispsnsary",0,0,"Taraba","Northeast",1029.030546,127363
"32020","TAGALLANG DISPENSARY",0,0,"Taraba","Northeast",1029.030546,127363
"32023","TAVINGWA DISPENSARY",0,0,"Taraba","Northeast",1029.030546,127363
"32024","KWANNA DISPENSARY",0,0,"Taraba","Northeast",1029.030546,127363
"32025","Jakwani Maternity",0,0,"Taraba","Northeast",1029.030546,127363
"32026","JAGAMPO MATERNITY",0,0,"Taraba","Northeast",1029.030546,127363
"32027","Danwusi Dispensary",0,0,"Taraba","Northeast",1029.030546,127363
"32028","Azbak health center",1,0,"Yobe","Northeast",770.8328737,139782
"32029","Dalah model primary health center",0,0,"Yobe","Northeast",770.8328737,139782
"32030","Zango Dispensary",0,0,"Yobe","Northeast",770.8328737,139782
"32031","Leprosy Clinic",0,0,"Yobe","Northeast",770.8328737,139782
"32032","Disprnsiry",1,0,"Yobe","Northeast",770.8328737,139782
"32033","Babuje dispensary",0,0,"Yobe","Northeast",770.8328737,139782
"32034","M C. H",0,0,"Yobe","Northeast",770.8328737,139782
"32035","Dagona Health Centre",0,0,"Yobe","Northeast",770.8328737,139782
"32036","Gwiokura health care",0,0,"Yobe","Northeast",770.8328737,139782
"32037","Dispensary",2,0,"Yobe","Northeast",770.8328737,139782
"32039","MDGs Project Azam",0,0,"Yobe","Northeast",770.8328737,139782
"32040","Tagama Dispensary",0,0,"Yobe","Northeast",770.8328737,139782
"32041","Jigawa health post",0,0,"Yobe","Northeast",770.8328737,139782
"32042","Gabarwa Health Clinic",0,0,"Yobe","Northeast",770.8328737,139782
"32043","MDGs progect",0,1,"Yobe","Northeast",770.8328737,139782
"32044","Central Dispensary Sarkin Hausawa",0,0,"Yobe","Northeast",770.8328737,139782
"32045","Tagali Health Clinic",0,0,"Yobe","Northeast",770.8328737,139782
"32046","Didpensary",6,0,"Yobe","Northeast",770.8328737,139782
"32047","Illela dispensory",0,0,"Yobe","Northeast",3814.334712,109124
"32049","Garin kabaju dispensory",0,0,"Yobe","Northeast",3814.334712,109124
"32050","Marari dispensary",0,0,"Yobe","Northeast",3814.334712,109124
"32051","Guba Dispensary",0,0,"Yobe","Northeast",3814.334712,109124
"32052","Dispensary",0,0,"Yobe","Northeast",3814.334712,109124
"32053","Badegaba dispensary",0,0,"Yobe","Northeast",3814.334712,109124
"32054","Kurnawa Health clinic",0,0,"Yobe","Northeast",3814.334712,109124
"32055","Sunowa Dispensary",0,0,"Yobe","Northeast",3814.334712,109124
"32056","Mdg clinic",0,0,"Yobe","Northeast",3814.334712,109124
"32057","MDG clinic",0,0,"Yobe","Northeast",3814.334712,109124
"32058","Dapso health clinic",0,0,"Yobe","Northeast",3814.334712,109124
"32059","Gangawa health center",0,0,"Yobe","Northeast",3814.334712,109124
"32060","Danani Dispensary",0,0,"Yobe","Northeast",3814.334712,109124
"32061","Gilbari 1 Dispensary",0,0,"Yobe","Northeast",3814.334712,109124
"32062","Girim Dispensary",0,0,"Yobe","Northeast",3814.334712,109124
"32063","Lawanti Dispensary",0,0,"Yobe","Northeast",3814.334712,109124
"32064","Jaba dispensary",0,0,"Yobe","Northeast",3814.334712,109124
"32065","Model primary health care centre",0,0,"Yobe","Northeast",3814.334712,109124
"32066","Tarbutu Comm. Dispensary",0,0,"Yobe","Northeast",3814.334712,109124
"32067","Dispensary (Abandoned)",0,0,"Yobe","Northeast",3814.334712,109124
"32068","Dumburi Clinic",0,0,"Yobe","Northeast",3814.334712,109124
"32069","Warodi dispensary",0,0,"Yobe","Northeast",3814.334712,109124
"32070","Koromari Dispensary",0,0,"Yobe","Northeast",3814.334712,109124
"32072","Healt center",0,0,"Yobe","Northeast",3814.334712,109124
"32073","Ibrahim Geidam MCH Dapchi",0,0,"Yobe","Northeast",3814.334712,109124
"32074","Masaba health center",0,0,"Yobe","Northeast",3814.334712,109124
"32075","Garun Dole Dispensary",0,0,"Yobe","Northeast",3814.334712,109124
"32076","Jawa Comprehensive Health Centre",0,0,"Yobe","Northeast",3814.334712,109124
"32077","Kankare Dispensary",0,0,"Yobe","Northeast",3814.334712,109124
"32079","Dipensary",0,0,"Yobe","Northeast",2363.534904,88014
"32080","MCH Kukareta",1,0,"Yobe","Northeast",2363.534904,88014
"32082","Mallam Matari Dispensary",0,0,"Yobe","Northeast",2363.534904,88014
"32083","Sasawa MCH",0,0,"Yobe","Northeast",2363.534904,88014
"32084","Phc",0,0,"Yobe","Northeast",2363.534904,88014
"32086","Dispensary",0,0,"Yobe","Northeast",2363.534904,88014
"32087","Dispensary",0,0,"Yobe","Northeast",2363.534904,88014
"32088","Garin Dauyo Dispensary",0,0,"Yobe","Northeast",2205.986089,136895
"32089","Garin Goge Dispensary",0,0,"Yobe","Northeast",2205.986089,136895
"32090","Dole Dispensari",0,0,"Yobe","Northeast",2205.986089,136895
"32092","Gashinge Dispensary",0,0,"Yobe","Northeast",2205.986089,136895
"32093","B h c",0,0,"Yobe","Northeast",2205.986089,136895
"32094","Mch",0,0,"Yobe","Northeast",2205.986089,136895
"32095","Ngalda Comp: H. Center",0,0,"Yobe","Northeast",2205.986089,136895
"32096","Comp. Healt centre",1,0,"Yobe","Northeast",2205.986089,136895
"32097","Healh post",1,0,"Yobe","Northeast",2205.986089,136895
"32098","Clinic",0,0,"Yobe","Northeast",2205.986089,136895
"32099","Basic health centre",0,0,"Yobe","Northeast",2205.986089,136895
"32100","Health clinic",0,0,"Yobe","Northeast",2205.986089,136895
"32101","Kerem Dispensary",0,0,"Yobe","Northeast",2205.986089,136895
"32102","Maluri Dispensary",0,0,"Yobe","Northeast",2205.986089,136895
"32103","Clinic",0,0,"Yobe","Northeast",2205.986089,136895
"32104","Mubi/Fusami Dispensary",0,0,"Yobe","Northeast",2205.986089,136895
"32105","Fakali Dispensary",0,0,"Yobe","Northeast",2205.986089,136895
"32106","Lawe Dispensari",0,0,"Yobe","Northeast",2205.986089,136895
"32107","Dotto Fari Dispensary",0,0,"Yobe","Northeast",2205.986089,136895
"32108","Dispensary",0,0,"Yobe","Northeast",2205.986089,136895
"32109","Garin ari Health Clinic",0,0,"Yobe","Northeast",2205.986089,136895
"32110","Garin Aba Dispensary",0,0,"Yobe","Northeast",2205.986089,136895
"32111","Dispensari",0,0,"Yobe","Northeast",2205.986089,136895
"32112","Duffuwel Health Clinic",0,0,"Yobe","Northeast",2205.986089,136895
"32113","Dispensary",0,0,"Yobe","Northeast",2205.986089,136895
"32114","Garin Gogge Dispensary",0,0,"Yobe","Northeast",2205.986089,136895
"32115","Dispensary",0,0,"Yobe","Northeast",2205.986089,136895
"32116","Clinic",0,0,"Yobe","Northeast",2205.986089,136895
"32117","Dispensary",0,0,"Yobe","Northeast",2205.986089,136895
"32118","Gudi Dispensary",0,0,"Yobe","Northeast",2205.986089,136895
"32119","Gamari Dispensary",0,0,"Yobe","Northeast",2205.986089,136895
"32120","Dispensary",0,0,"Yobe","Northeast",2205.986089,136895
"32121","Kurmi mch",0,0,"Yobe","Northeast",2205.986089,136895
"32122","Zangaya Dispensary",0,0,"Yobe","Northeast",2205.986089,136895
"32123","Health post",0,0,"Yobe","Northeast",2205.986089,136895
"32124","Dispensary",0,0,"Yobe","Northeast",2205.986089,136895
"32125","Clinic",1,0,"Yobe","Northeast",2205.986089,136895
"32126","health clinic",0,0,"Yobe","Northeast",2205.986089,136895
"32127","Dispensary",0,0,"Yobe","Northeast",2205.986089,136895
"32128","Garin Gamji Dispensary",0,0,"Yobe","Northeast",2205.986089,136895
"32129","Basic health centre",0,0,"Yobe","Northeast",2205.986089,136895
"32130","Turmi Dispensary",0,0,"Yobe","Northeast",2205.986089,136895
"32131","Health clinic",0,0,"Yobe","Northeast",2205.986089,136895
"32132","Garkuwa Dispensary",0,0,"Yobe","Northeast",2205.986089,136895
"32133","Gadaka Model Health Center",0,0,"Yobe","Northeast",2205.986089,136895
"32134","Bulabulin Dispensary",0,0,"Yobe","Northeast",2205.986089,136895
"32135","MDG Clinic",0,0,"Yobe","Northeast",2205.986089,136895
"32136","Zadawa Dispensary",0,0,"Yobe","Northeast",2205.986089,136895
"32137","Dispensary",0,0,"Yobe","Northeast",2205.986089,136895
"32138","MCH Dogonkuka B",1,0,"Yobe","Northeast",4943.196491,300760
"32139","Bannalewa health post",0,0,"Yobe","Northeast",4943.196491,300760
"32140","Marmari Health Clinic",0,0,"Yobe","Northeast",4943.196491,300760
"32141","Kollere Health Clinic",0,0,"Yobe","Northeast",4943.196491,300760
"32142","Alagarno mch",0,0,"Yobe","Northeast",4943.196491,300760
"32143","Koyaya health post",0,0,"Yobe","Northeast",4943.196491,300760
"32144","Gazara Kuma Health Post",0,0,"Yobe","Northeast",4943.196491,300760
"32145","Dispensary",0,0,"Yobe","Northeast",4943.196491,300760
"32146","Kafaji Dispensary",0,0,"Yobe","Northeast",4943.196491,300760
"32147","Duhuna Health Clinic",0,0,"Yobe","Northeast",4943.196491,300760
